Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N90	auN	L50	L90	# total reads	# left	# right	Mapped (%)	Properly paired (%)	Avg. coverage depth	Coverage >= 1x (%)	# N's per 100 kbp	Reference length	Reference GC (%)	NG50	NG90	auNG	LG50	LG90	Reference mapped (%)	Reference properly paired (%)	Reference avg. coverage depth	Reference coverage >= 1x (%)	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# structural variations	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90	busco_complete	busco_single_copy	busco_multi_copy	busco_fragmented	busco_missing_busco	busco_avg_identity	busco_stop_codon
flye-OVL1500_BS00_240_163-1_NP10x	5040	5039	1747	387	8	1	25058245	25057703	14685543	5337178	298626	112448	5040	112448	25058245	51.56	5831	2548	7586.6	1347	3976	347164	0	0	70.36	0.0	4	96.28	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.4	43.1	0.3	9	47.6	0.8	19.5
flye-OVL1500_BS00_240_163-1_NP15x	6849	6846	2742	804	41	1	38306005	38304329	25303670	11803393	1298042	112449	6849	112449	38306005	51.58	6930	2645	8968.0	1693	5243	520421	0	0	96.53	0.0	6	97.95	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66.8	66.2	0.5	10.8	22.4	0.81	17.4
flye-OVL1500_BS00_240_163-1_NP20x	7046	7045	3236	1174	77	2	44775842	44775124	32645708	18077103	2457074	167771	7046	112448	44775842	51.63	8360	2817	10566.0	1648	5217	694501	0	0	108.37	0.0	8	98.56	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.9	79.3	0.7	8.4	11.6	0.81	17.5
flye-OVL1500_BS00_240_163-1_NP25x	6540	6539	3240	1437	168	8	47540578	47539719	37128117	24185049	5610767	497435	6540	112447	47540578	51.66	10198	3005	13133.8	1396	4641	868366	0	0	115.0	0.0	10	98.9	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	84.4	83.9	0.5	8.7	6.9	0.8	18.3
flye-OVL1500_BS00_240_163-1_NPOG	6059	6056	3208	1569	229	10	48361549	48359706	39298178	27492262	7636467	666672	6059	108568	48361549	51.64	11467	3391	14709.6	1260	4195	5430792	0	0	113.9	0.0	65	99.99	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	88	87.9	0.1	7	5	0.79	17.8
flye-OVL1500_BS00_240_165-2_NP10x	2026	2015	1517	956	355	131	32880032	32872062	31241545	27157490	18032589	10332553	2026	202678	32880032	48.70	28850	7097	41517.3	296	1244	242538	0	0	185.68	0.0	9	98.18	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87.1	86	1.1	4.2	8.7	0.78	22.9
flye-OVL1500_BS00_240_165-2_NP15x	1298	1284	982	740	363	210	34776634	34767173	33814992	32032596	26192975	20760141	1298	338142	34776634	48.67	66481	11695	83308.3	151	673	363312	0	0	188.01	0.0	13	99.2	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95	93.9	1.1	2	3	0.77	23.2
flye-OVL1500_BS00_240_165-2_NP20x	723	710	598	492	297	203	34629543	34620299	34278976	33519133	30492611	27129027	723	482195	34629543	48.66	127743	19552	150058.8	82	329	483895	0	0	185.83	0.0	18	99.65	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.8	97.4	0.4	0.8	1.5	0.76	24.4
flye-OVL1500_BS00_240_165-2_NP25x	421	410	351	293	208	155	34630204	34623571	34458837	34044160	32580035	30622716	421	808579	34630204	48.65	240831	43616	279240.1	45	167	605199	0	0	181.26	0.0	23	99.79	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.1	97.9	1.2	0.4	0.5	0.75	24.2
flye-OVL1500_BS00_240_165-2_NP30x	287	277	236	208	161	125	34540202	34533585	34434416	34236363	33415737	32112592	287	1328071	34540202	48.65	384238	71705	455116.9	27	108	726208	0	0	180.06	0.0	27	99.92	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.2	98.7	0.5	0.1	0.7	0.75	24.5
flye-OVL1500_BS00_240_165-2_NP35x	193	183	156	136	103	84	34495177	34487450	34413873	34267289	33724894	33042293	193	2676637	34495177	48.66	688154	101825	891924.3	16	58	846930	0	0	179.55	0.0	32	99.97	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.5	99.2	0.3	0	0.5	0.74	24.5
flye-OVL1500_BS00_240_165-2_NP40x	177	159	137	121	86	71	34475366	34463460	34406581	34289713	33726666	33201517	177	4231269	34475366	48.65	1221555	101831	1555678.3	9	41	967748	0	0	182.27	0.0	37	99.97	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.6	99.3	0.3	0	0.4	0.74	24.6
flye-OVL1500_BS00_240_165-2_NP50x	127	117	93	82	61	50	34385714	34378322	34323266	34244159	33892300	33524120	127	7469228	34385714	48.67	3179541	113544	3898822.4	3	18	1208608	0	0	215.06	0.0	46	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.6	99.3	0.3	0	0.4	0.74	24.8
flye-OVL1500_BS00_240_165-2_NPOG	119	109	89	77	61	48	34328908	34321521	34257857	34166930	33881206	33441375	119	6814935	34328908	48.67	2500726	170948	3476333.7	4	19	1640872	0	0	251.02	0.0	64	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.6	99.3	0.3	0	0.4	0.74	24.8
flye-OVL1500_BS01_120_013-2_NPOG	1139	1087	856	658	349	202	35529103	35498265	34799328	33343792	28560250	23337946	1139	422265	35529103	48.72	86064	13563	107947.2	117	542	2448959	0	0	222.88	0.0	34	99.99	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95.8	92.2	3.6	0.9	3.3	0.75	23.6
flye-OVL1500_BS02_120_076-2_NP10x	1412	1411	953	514	84	8	14435477	14434765	12947681	9745584	3031822	570687	1412	155864	14435477	56.35	14572	4895	18929.1	305	962	727106	0	0	72.14	0.0	8	98.72	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.9	37.9	0	5.4	56.7	0.76	19.9
flye-OVL1500_BS02_120_076-2_NP15x	2251	2249	1651	990	237	30	27351554	27350075	25398339	20544795	8901751	1971110	2251	155863	27351554	56.50	17268	5874	22638.8	472	1508	1090879	0	0	118.23	0.0	11	98.86	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66.9	66	0.9	7.1	26	0.76	21.9
flye-OVL1500_BS02_120_076-2_NP20x	2435	2429	1743	1122	368	75	34114145	34109273	31862570	27329202	15575252	5596735	2435	349510	34114145	56.18	22283	6368	32644.1	431	1539	1455051	0	0	138.68	0.0	15	98.69	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83.6	81.4	2.2	3.7	12.7	0.75	23.2
flye-OVL1500_BS02_120_076-2_NP25x	2124	2116	1561	1076	431	140	36692004	36686479	34840439	31304369	20959257	10692806	2124	205620	36692004	56.28	30802	7702	41026.8	337	1271	1818108	0	0	148.04	0.0	18	99.17	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90.5	89.1	1.5	2.9	6.6	0.74	24.3
flye-OVL1500_BS02_120_076-2_NPOG	2141	2135	1586	1082	445	137	36856464	36852464	35054336	31429382	21420380	10632576	2141	208092	36856464	56.28	30724	7691	41380.7	337	1281	5831731	0	0	149.51	0.0	59	99.95	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90.9	89.2	1.7	3.4	5.7	0.74	24.5
flye-OVL1500_BS02_240_133-4_NPOG	1065	1063	836	667	388	210	34318490	34317411	33630270	32404845	27933702	21580751	1065	406372	34318490	45.81	69552	14565	93386.1	136	544	2704976	0	0	118.7	0.0	41	99.99	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	96.6	95.9	0.7	1.6	1.8	0.75	21.2
flye-OVL1500_BS02_240_140-5_NPOG	5265	5245	3157	1499	230	21	51937549	51924184	45113858	33192985	14392954	7398772	5265	1312189	51937549	48.73	13708	4382	137706.0	883	3506	3193944	0	0	126.59	0.0	37	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.3	78.2	1.1	8.7	12	0.78	20
flye-OVL1500_BS05_360_328-3_NPOG	36	25	18	13	11	9	34207328	34200556	34186370	34153593	34124403	34053598	36	6536485	34207328	45.91	4129465	3108892	4453646.2	4	7	2208507	0	0	173.27	0.0	49	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.5	99.2	0.3	0	0.5	0.74	22.1
flye-OVL1500_BS05_CNT_273-5_NP10x	5001	4988	2967	1313	165	13	41107382	41099450	34488868	22646548	5573552	823067	5001	111387	41107382	56.56	11109	3966	14369.8	1115	3527	822877	0	0	97.76	0.0	8	99.05	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74.3	74.1	0.1	7.5	18.2	0.7	24.5
flye-OVL1500_BS05_CNT_273-5_NP15x	4344	4338	2847	1617	391	71	47922959	47918785	43045057	34189285	15337138	4633377	4344	111381	47922959	56.24	16530	4945	22588.3	825	2865	1234151	0	0	106.76	0.0	12	99.46	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	89.4	89.1	0.4	4	6.6	0.69	26
flye-OVL1500_BS05_CNT_273-5_NP20x	3144	3134	2276	1524	560	177	49459718	49452917	46700469	41177992	25987218	12776555	3144	229669	49459718	56.16	26754	7170	36713.9	512	1916	1646049	0	0	108.23	0.0	16	99.62	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95	94.2	0.8	2.8	2.2	0.68	27.6
flye-OVL1500_BS05_CNT_273-5_NP25x	2060	2057	1620	1269	653	271	49987389	49985477	48577265	46004968	35888210	22419344	2060	296476	49987389	56.09	44420	11670	57670.3	326	1175	2056570	0	0	108.39	0.0	20	99.75	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.2	96.3	0.9	1.7	1.1	0.67	28.8
flye-OVL1500_BS05_CNT_273-5_NPOG	1891	1888	1493	1193	648	278	50047189	50045033	48770362	46546513	37631559	24484289	1891	390427	50047189	56.06	48740	12660	66241.0	289	1060	6190213	0	0	107.37	0.0	61	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97	96.3	0.7	1.8	1.2	0.67	28.8
flye-OVL1500_BS06_120_435-5_NPOG	37	21	15	13	12	11	24422383	24412880	24395642	24381936	24369295	24341565	37	4322443	24422383	53.40	3167951	1801241	3219897.4	4	7	841379	0	0	115.1	0.0	43	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.9	99.7	0.1	0	0.1	0.65	33.6
flye-OVL1500_BS06_240_394-4_NP10x	1338	1337	912	512	84	9	14221374	14220700	12839767	9970793	3571854	1143554	1338	291585	14221374	48.82	14530	5046	29112.6	275	904	458524	0	0	79.94	0.0	8	95.97	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.1	40.1	0	6.7	53.2	0.69	27.6
flye-OVL1500_BS06_240_394-4_NP15x	1804	1803	1326	812	203	29	23354809	23354222	21778643	18045978	8554227	2666519	1804	447926	23354809	49.26	18542	6037	38539.0	348	1188	688615	0	0	121.94	0.0	12	96.79	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	72.6	72.4	0.1	6.3	21.1	0.68	30.7
flye-OVL1500_BS06_240_394-4_NP20x	1628	1616	1233	870	318	87	27711350	27703265	26454064	23760922	14732374	6668597	1628	274402	27711350	49.36	27407	8022	41800.6	285	1000	917479	0	0	147.13	0.0	16	96.2	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85.1	84.4	0.7	5	9.9	0.68	29.5
flye-OVL1500_BS06_240_394-4_NP25x	1300	1283	996	764	375	121	27449156	27439699	26492481	24830456	18447717	9410980	1300	284839	27449156	49.58	37122	10314	49464.1	222	752	1148098	0	0	150.76	0.0	21	99.05	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90.1	89.6	0.5	4.4	5.5	0.67	31.9
flye-OVL1500_BS06_240_394-4_NP30x	984	966	789	620	359	182	29116540	29105216	28548896	27292579	22856272	16441206	984	323366	29116540	49.42	58447	14606	73772.5	148	531	1377848	0	0	152.22	0.0	24	98.04	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94.2	93.5	0.7	2.8	3	0.66	30.7
flye-OVL1500_BS06_240_394-4_NP35x	726	706	578	491	312	185	28233611	28221673	27825706	27186801	24180799	19625141	726	355625	28233611	49.48	81212	19286	103843.1	100	368	1607189	0	0	156.0	0.0	30	99.37	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.2	97.5	0.7	1.1	0.8	0.66	30.4
flye-OVL1500_BS06_240_394-4_NP40x	521	491	426	378	272	188	28002803	27983036	27795376	27431342	25635638	22635889	521	453184	28002803	49.56	106739	28699	137256.5	75	256	1836897	0	0	153.61	0.0	34	98.99	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98	97.8	0.3	1.1	0.9	0.65	32.7
flye-OVL1500_BS06_240_394-4_NP50x	276	247	205	186	157	137	27737565	27718750	27600582	27465248	26972699	26265267	276	923267	27737565	49.57	219707	74848	287250.2	36	116	2295841	0	0	148.49	0.0	42	99.92	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.2	99.1	0.1	0.5	0.3	0.65	32.7
flye-OVL1500_BS06_CNT_340-4_NP10x	3238	3236	1641	596	30	0	21587566	21586549	16448863	9003226	890961	0	3238	45924	21587566	49.36	8643	3013	10339.8	790	2381	258923	0	0	89.07	0.0	9	98.44	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.7	66.5	1.2	10.9	21.4	0.7	25
flye-OVL1500_BS06_CNT_340-4_NP15x	2953	2934	1812	914	112	4	25984474	25972480	22373885	15857561	3594521	212996	2953	55277	25984474	49.23	12540	4222	14727.0	657	2033	388360	0	0	106.07	0.0	13	98.91	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	82.8	82.1	0.8	7.9	9.2	0.68	26.4
flye-OVL1500_BS06_CNT_340-4_NP20x	2271	2246	1566	986	274	22	27543755	27526371	25374109	21162544	9838482	1399452	2271	178702	27543755	49.07	18485	5820	22872.1	456	1458	517427	0	0	108.77	0.0	17	98.87	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	89.7	88.5	1.2	5.1	5.1	0.66	27.4
flye-OVL1500_BS06_CNT_340-4_NP25x	1632	1606	1207	867	367	80	27523277	27506740	26236339	23706307	15432142	5443933	1632	140591	27523277	49.08	28311	8334	33915.8	305	983	646874	0	0	108.64	0.0	21	99.31	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	93.4	92.1	1.3	3.7	2.9	0.66	28.5
flye-OVL1500_BS06_CNT_340-4_NP30x	1155	1121	909	716	392	144	27512893	27490638	26824643	25388381	19873802	11137232	1155	190893	27512893	49.01	41186	12170	51020.9	203	661	776432	0	0	108.52	0.0	26	99.73	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	96	94.3	1.7	2.4	1.6	0.66	29.4
flye-OVL1500_BS06_CNT_340-4_NP35x	779	765	655	559	359	185	27556497	27547798	27199028	26441162	23040339	16696670	779	243059	27556497	49.01	64521	17979	74669.1	134	441	906334	0	0	105.77	0.0	30	99.64	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.2	96	1.2	1.6	1.2	0.65	29.6
flye-OVL1500_BS06_CNT_340-4_NP40x	568	549	473	408	308	182	27375996	27363915	27138129	26656808	24922737	20257721	568	391823	27375996	49.02	96541	27412	111403.9	90	298	1035604	0	0	107.02	0.0	35	99.8	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.3	97.6	0.7	1.1	0.7	0.65	29.1
flye-OVL1500_BS06_CNT_340-4_NP50x	294	270	248	226	200	151	27162120	27146452	27088060	26926746	26455206	24578133	294	749706	27162120	49.03	184189	52353	235311.0	44	149	1293724	0	0	106.46	0.0	44	99.97	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.5	98	0.5	0.7	0.8	0.65	29.7
flye-OVL1500_BS06_CNT_340-4_NPOG	232	214	197	186	165	140	27134936	27124185	27075666	26997082	26625894	25629001	232	745601	27134936	49.04	200317	79627	241173.7	44	122	2157858	0	0	105.98	0.0	74	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.5	98.8	0.7	0.3	0.3	0.64	29.8
flye-OVL1500_BS09_240_002-7_NPOG	22	22	21	20	20	19	26939535	26939535	26936898	26927658	26927658	26899420	22	4406720	26939535	49.63	1998029	690586	2066879.8	6	14	171453	0	0	528.33	0.0	13	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.6	99.3	0.3	0	0.4	0.64	27
flye-OVL1500_BS09_360_082-3_NP10x	2378	2377	1460	657	56	6	19638351	19638009	16649237	10905709	2019989	389055	2378	79641	19638351	49.58	11159	4091	13954.8	554	1687	570971	0	0	83.77	0.0	8	98.89	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	54.5	54	0.5	7.4	38.1	0.79	20.1
flye-OVL1500_BS09_360_082-3_NP15x	2736	2735	1797	932	174	14	26986430	26985627	23899672	17717377	6117550	1019711	2736	201853	26986430	49.78	14146	4703	18802.7	577	1878	856037	0	0	107.74	0.0	12	99.13	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.4	76.8	0.7	7.1	15.4	0.77	20.3
flye-OVL1500_BS09_360_082-3_NP20x	2386	2380	1632	974	284	58	29580140	29576242	27163880	22366717	11558045	3667248	2386	106706	29580140	49.80	19269	5563	25437.2	433	1530	1140699	0	0	116.26	0.0	16	99.24	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87.3	86.4	0.9	5.5	7.1	0.76	20.4
flye-OVL1500_BS09_360_082-3_NPOG	2228	2219	1596	1000	321	75	29980604	29974401	27952192	23639921	13185780	4766589	2228	110440	29980604	49.84	21076	6249	27614.7	400	1423	3836391	0	0	117.86	0.0	53	100.0	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	88.7	87.5	1.2	4.4	7	0.76	20.5
flye-OVL1500_BS11_240_256-2_NPOG	2103	2085	1474	852	230	55	25681252	25669850	23715959	19207113	9644519	3588371	2103	167830	25681252	50.00	18112	5666	26053.4	386	1361	2453863	0	0	146.96	0.0	41	99.96	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.7	83.9	2.8	5	8.3	0.66	27.4
